1: EL14_CMN_0001	GMW_CMN_20100929.0076	陕北公学	E0278626	
1327: EL14_CMN_1327	XIN_CMN_20050518.0111	爱达荷	NIL1024	
1328: EL14_CMN_1328	bolt-cmn-DF-20-191613-3834663	胡帅	NIL1025	
1329: EL14_CMN_1329	XIN_CMN_20021006.0069	育才	NIL1026	
1330: EL14_CMN_1330	PLA_CMN_20100622.0028	齐祖	NIL1027	
1331: EL14_CMN_1331	XIN_CMN_20100314.0201	大理	NIL1028	
1332: EL14_CMN_1332	XIN_CMN_19921209.0225	东安	NIL1029	
1333: EL14_CMN_1333	XIN_CMN_19921113.0139	医科大学	NIL1030	
1334: EL14_CMN_1334	PDA_CMN_20080703.0077	江北	NIL1031	
1335: EL14_CMN_1335	XIN_CMN_20100819.0130	伊布	NIL1032	
1336: EL14_CMN_1336	XIN_CMN_20070822.0060	外交部	NIL1033	
1337: EL14_CMN_1337	PDA_CMN_20100625.0074	詹妮弗・洛佩兹	NIL1034	
1338: EL14_CMN_1338	CNA_CMN_20100607.0252	德州大學奧斯汀分校	E0366653	
1339: EL14_CMN_1339	PDA_CMN_20080113.0097	蒋经国	E0229957	
1340: EL14_CMN_1340	bolt-cmn-DF-20-191614-4124126	共同社	NIL1035	
1341: EL14_CMN_1341	bolt-cmn-DF-20-191622-4041427	二胖	NIL1036	
1342: EL14_CMN_1342	PDA_CMN_20080114.0220	文联	NIL1037	
1343: EL14_CMN_1343	CNA_ENG_20100604.0003	Chang Hsueh-liang	NIL1038	
1344: EL14_CMN_1344	APW_ENG_20091119.0415	J.P. Morgan Chase &amp; Co.	NIL1039	
1345: EL14_CMN_1345	PDA_CMN_20061206.0286	大同	NIL1040	
1346: EL14_CMN_1346	AFP_CMN_20101231.0045	佛罗里达州立大学	E0692526	
1347: EL14_CMN_1347	CNS_CMN_20100311.0788	兰辛	NIL1041	
1348: EL14_CMN_1348	WPB_ENG_20100425.0030	N.H.	NIL1042	
1349: EL14_CMN_1349	XIN_CMN_19990128.0054	秀英	NIL1043	
1350: EL14_CMN_1350	bolt-cmn-DF-20-191612-19973053	张局长	NIL1044	
1351: EL14_CMN_1351	XIN_CMN_20040325.0068	外交部	NIL1045	
1352: EL14_CMN_1352	bolt-cmn-DF-21-181169-83250	周董	E0498260	
1353: EL14_CMN_1353	bolt-cmn-DF-182-192249-6422470	女神卡卡	NIL1046	
1354: EL14_CMN_1354	PDA_CMN_20080714.0146	央视	E0793445	
1355: EL14_CMN_1355	XIN_CMN_19930201.0032	青年联合会	NIL1047	
1356: EL14_CMN_1356	XIN_CMN_19910228.0060	外交部	NIL1048	
1357: EL14_CMN_1357	XIN_ENG_20100510.0253	L.A.	NIL1049	
1358: EL14_CMN_1358	bolt-cmn-DF-182-192231-21934648	田亮	NIL1050	
1359: EL14_CMN_1359	GMW_CMN_20100612.0776	股神	NIL1051	
1360: EL14_CMN_1360	bolt-cmn-DF-205-185863-587125	国际文传电讯社	NIL1052	
1361: EL14_CMN_1361	XIN_ENG_20091111.0442	Beijing Gehua CATV	NIL1053	
1362: EL14_CMN_1362	bolt-cmn-DF-182-192249-6413409	中国新闻社	NIL1054	
1363: EL14_CMN_1363	APW_ENG_20090605.0154	Chengdu	NIL1055	
1364: EL14_CMN_1364	bolt-cmn-DF-205-185872-1165906	股神	NIL1056	
1365: EL14_CMN_1365	GMW_CMN_20101220.0011	东营	NIL1057	
1366: EL14_CMN_1366	bolt-eng-DF-170-181103-8906432	Arab League	NIL1058	
1367: EL14_CMN_1367	PDA_CMN_20080213.0133	华盛顿 D.C	NIL1059	
1368: EL14_CMN_1368	XIN_CMN_20051027.0312	杜甫	E0231175	
1369: EL14_CMN_1369	XIN_CMN_20070516.0063	外交部	NIL1060	
1370: EL14_CMN_1370	XIN_CMN_19980901.0070	中华慈善总会	NIL1061	
1371: EL14_CMN_1371	PDA_CMN_20070615.0369	塔信	E0065012	
1372: EL14_CMN_1372	XIN_CMN_19990329.0167	小威廉姆斯	E0789399	
1373: EL14_CMN_1373	XIN_CMN_20060916.0055	东北科学院	NIL1062	
1374: EL14_CMN_1374	PDA_CMN_20100305.0295	开封	E0546423	
1375: EL14_CMN_1375	PDA_CMN_20100915.0481	陈水扁	E0109446	
1376: EL14_CMN_1376	WPB_ENG_20100425.0030	NEWHAMPSHIRE	NIL1063	
1377: EL14_CMN_1377	bolt-cmn-DF-20-191614-4143202	张作霖	NIL1064	
1378: EL14_CMN_1378	XIN_CMN_20061112.0039	文联	NIL1065	
1379: EL14_CMN_1379	XIN_CMN_20080518.0192	残联	NIL1066	
1380: EL14_CMN_1380	XIN_ENG_20090715.0110	Kingdom of Cambodia	NIL1067	
1381: EL14_CMN_1381	bolt-cmn-DF-20-191613-3836262	湘	NIL1068	
1382: EL14_CMN_1382	CNS_CMN_20100428.1006	连主席	NIL1069	
1383: EL14_CMN_1383	AFP_CMN_20101231.0045	University of Connecticut	NIL1070	
1384: EL14_CMN_1384	XIN_CMN_19960430.0091	总工会	NIL1071	
1385: EL14_CMN_1385	APW_ENG_20100722.0552	Tom Cruise	NIL1072	
1386: EL14_CMN_1386	AFP_ENG_20090928.0520	Ian Thorpe	NIL1073	
1387: EL14_CMN_1387	bolt-cmn-DF-21-181074-2172	波士顿	NIL1074	
1388: EL14_CMN_1388	XIN_CMN_19991117.0210	宣化	NIL1075	
1389: EL14_CMN_1389	PDA_CMN_20061218.0170	拉基米尔・普京	NIL1076	
1390: EL14_CMN_1390	XIN_CMN_20070528.0210	加州	E0739132	
1391: EL14_CMN_1391	XIN_CMN_20031109.0054	外交部	NIL1077	
1392: EL14_CMN_1392	CNS_CMN_20100925.1156	诸葛亮	NIL1078	
1393: EL14_CMN_1393	PDA_CMN_20090823.0216	王守仁	NIL1079	
1394: EL14_CMN_1394	bolt-cmn-DF-205-185872-1192745	周杰伦	E0498260	
1395: EL14_CMN_1395	XIN_ENG_20100422.0367	embassy	NIL1080	
1396: EL14_CMN_1396	XIN_ENG_20100214.0145	Tim Duncan	NIL1081	
1397: EL14_CMN_1397	bolt-cmn-DF-211-187145-5005343	牛尔老师	NIL1082	
1398: EL14_CMN_1398	APW_ENG_20101102.0352	Archer Daniels Midland	NIL1083	
1399: EL14_CMN_1399	XIN_ENG_20100719.0396	Soong Ching Ling	NIL1084	
1400: EL14_CMN_1400	XIN_CMN_20061208.0182	医科大学	NIL1085	
1401: EL14_CMN_1401	XIN_CMN_19950722.0010	西宁	E0432899	
1402: EL14_CMN_1402	bolt-cmn-DF-196-185667-3016741	希拉里	E0802223	
1403: EL14_CMN_1403	PDA_CMN_20100401.0023	圣弗朗西斯科	NIL1086	
1404: EL14_CMN_1404	AFP_ENG_20101012.0187	Wuhan	NIL1087	
1405: EL14_CMN_1405	bolt-cmn-DF-205-185863-588513	法新社	E0689220	
1406: EL14_CMN_1406	bolt-cmn-DF-205-185872-1158120	湖南卫视	NIL1088	
1407: EL14_CMN_1407	bolt-cmn-DF-182-192251-6389690	林彪	E0578840	
1408: EL14_CMN_1408	GMW_CMN_20100107.0022	阿勒泰	NIL1089	
1409: EL14_CMN_1409	XIN_CMN_20050219.0136	商都	NIL1090	
1410: EL14_CMN_1410	PLA_CMN_20100216.0020	金平	NIL1091	
1411: EL14_CMN_1411	WPB_ENG_20100115.0064	Elvis	NIL1092	
1412: EL14_CMN_1412	XIN_CMN_20100715.0081	大使馆	NIL1093	
1413: EL14_CMN_1413	bolt-cmn-DF-20-191611-3858807	胡锦涛	E0521662	
1414: EL14_CMN_1414	bolt-cmn-DF-211-187115-4398778	中华全国妇女联合会	NIL1094	
1415: EL14_CMN_1415	PDA_CMN_20080511.0008	联合王国	E0018102	
1416: EL14_CMN_1416	CNS_CMN_20101009.0866	徐熙娣	E0425435	
1417: EL14_CMN_1417	bolt-cmn-DF-182-192250-6408562	乔帮主	NIL1095	
1418: EL14_CMN_1418	XIN_CMN_20040224.0087	外交部	NIL1096	
1419: EL14_CMN_1419	bolt-cmn-DF-205-185858-1357973	世界银行	NIL1097	
1420: EL14_CMN_1420	XIN_CMN_19911228.0001	南朝鲜	E0315956	
1421: EL14_CMN_1421	bolt-cmn-DF-205-185863-590276	国母	E0673520	
1422: EL14_CMN_1422	XIN_CMN_19990828.0130	总工会	NIL1098	
1423: EL14_CMN_1423	bolt-cmn-DF-182-192231-4917457	德华	NIL1099	
1424: EL14_CMN_1424	XIN_ENG_20091013.0155	HKSAR	NIL1100	
1425: EL14_CMN_1425	bolt-cmn-DF-211-187152-4435430	东方卫视	NIL1101	
1426: EL14_CMN_1426	PDA_CMN_20070622.0032	美国	E0679687	
1427: EL14_CMN_1427	bolt-cmn-DF-196-185723-2530189	姚麦	NIL1102	
1428: EL14_CMN_1428	XIN_CMN_20040525.0054	外交部	NIL1103	
1429: EL14_CMN_1429	bolt-cmn-DF-196-185723-2493256	伍兹	NIL1104	
1430: EL14_CMN_1430	CNA_CMN_20100917.0298	University of Arizona	E0217761	
1431: EL14_CMN_1431	XIN_CMN_20090903.0074	礼来	NIL1105	
1432: EL14_CMN_1432	XIN_CMN_19930806.0226	美协	NIL1106	
1433: EL14_CMN_1433	bolt-cmn-DF-216-192654-6873079	喀什	NIL1107	
1434: EL14_CMN_1434	CNS_CMN_20100917.0660	大使馆	NIL1108	
1435: EL14_CMN_1435	AFP_ENG_20091030.0196	Maryland	NIL1109	
1436: EL14_CMN_1436	XIN_CMN_20060918.0194	罗马尼亚	E0814714	
1437: EL14_CMN_1437	XIN_CMN_19970701.0080	旧金山	NIL1110	
1438: EL14_CMN_1438	bolt-cmn-DF-211-187150-3972002	大S	E0230939	
1439: EL14_CMN_1439	bolt-cmn-DF-20-191611-3864878	狮城	NIL1111	
1440: EL14_CMN_1440	CNS_CMN_20100514.0311	宝洁公司	NIL1112	
1441: EL14_CMN_1441	CNS_CMN_20100512.0860	外交部	NIL1113	
1442: EL14_CMN_1442	CNS_CMN_20090821.0946	逍遥王	NIL1114	
1443: EL14_CMN_1443	CNA_CMN_20091030.0144	佛蒙特	NIL1115	
1444: EL14_CMN_1444	PDA_CMN_20061110.0743	孙大总统	NIL1116	
1445: EL14_CMN_1445	bolt-cmn-DF-196-185692-2807397	詹妮弗-洛佩兹	NIL1117	
1446: EL14_CMN_1446	APW_ENG_20100106.1296	Voice of America	NIL1118	
1447: EL14_CMN_1447	XIN_CMN_19930514.0264	长沙	E0251206	
1448: EL14_CMN_1448	AFP_ENG_20101109.0081	Roberto Baggio	NIL1119	
1449: EL14_CMN_1449	bolt-cmn-DF-205-185863-600659	奥委会	NIL1120	
1450: EL14_CMN_1450	bolt-cmn-DF-182-192231-4922168	洛佩兹	NIL1121	
1451: EL14_CMN_1451	CNS_CMN_20091231.0598	城关	NIL1122	
1452: EL14_CMN_1452	bolt-cmn-DF-216-192653-6964579	迈克尔.杰克逊	NIL1123	
1453: EL14_CMN_1453	XIN_CMN_19930202.0140	施拉普纳	NIL1124	
1454: EL14_CMN_1454	CNA_CMN_20100607.0252	University of Texas at Austin	NIL1125	
1455: EL14_CMN_1455	bolt-cmn-DF-211-187152-4424096	迈克尔杰克逊	NIL1126	
1456: EL14_CMN_1456	XIN_CMN_19981121.0032	医科大学	NIL1127	
1457: EL14_CMN_1457	XIN_CMN_19960521.0200	昌都	NIL1128	
1458: EL14_CMN_1458	XIN_CMN_20020512.0037	南京高等师范学校	NIL1129	
1459: EL14_CMN_1459	bolt-cmn-DF-182-192250-6409884	新奥尔良	NIL1130	
1460: EL14_CMN_1460	XIN_CMN_20070802.0251	施瓦辛格	NIL1131	
1461: EL14_CMN_1461	XIN_CMN_19970425.0201	妇幼保健院	NIL1132	
1462: EL14_CMN_1462	CNS_CMN_20091221.0022	作协	NIL1133	
1463: EL14_CMN_1463	CNS_CMN_20100903.0591	儿童医院	NIL1134	
1464: EL14_CMN_1464	AFP_ENG_20100318.0296	Philadelphia	E0642032	
1465: EL14_CMN_1465	XIN_ENG_20100720.0205	Perdue	NIL1135	
1466: EL14_CMN_1466	AFP_ENG_20090630.0645	Federal Republic of Germany	NIL1136	
1467: EL14_CMN_1467	GMW_CMN_20100201.0147	美协	NIL1137	
1468: EL14_CMN_1468	CNS_CMN_20100112.0230	儿童医院	NIL1138	
1469: EL14_CMN_1469	bolt-cmn-DF-20-191611-3863066	金太阳	NIL1139	
1470: EL14_CMN_1470	APW_ENG_20101120.0320	U.S.	NIL1140	
1471: EL14_CMN_1471	bolt-cmn-DF-182-192250-6409884	巴基斯坦	E0795131	
1472: EL14_CMN_1472	bolt-cmn-DF-182-192231-21933249	小甜甜	NIL1141	
1473: EL14_CMN_1473	AFP_ENG_20091023.0509	Britain	NIL1142	
1474: EL14_CMN_1474	AFP_ENG_20100220.0498	Williams	NIL1143	
1475: EL14_CMN_1475	bolt-cmn-DF-205-185863-587125	CCTV	E0793445	
1476: EL14_CMN_1476	bolt-cmn-DF-182-192231-4901868	江苏卫视	NIL1144	
1477: EL14_CMN_1477	CNS_CMN_20091209.0532	蒋主席	NIL1145	
1478: EL14_CMN_1478	bolt-cmn-DF-20-191611-3859353	老毛	NIL1146	
1479: EL14_CMN_1479	bolt-cmn-DF-182-192250-6405054	老毛	NIL1147	
1480: EL14_CMN_1480	bolt-cmn-DF-211-187115-4412179	小贝	NIL1148	
1481: EL14_CMN_1481	XIN_ENG_20101028.0494	Foshan	NIL1149	
1482: EL14_CMN_1482	bolt-cmn-DF-20-191610-3815168	俞正声	E0720088	
1483: EL14_CMN_1483	PDA_CMN_20080111.0114	侨联	NIL1150	
1484: EL14_CMN_1484	PDA_CMN_20080220.0090	郑少秋	E0358739	
1485: EL14_CMN_1485	XIN_CMN_20070119.0116	城	NIL1151	
1486: EL14_CMN_1486	GMW_CMN_20100904.0024	大使馆	NIL1152	
1487: EL14_CMN_1487	XIN_CMN_20071127.0227	安纳波利斯	NIL1153	
1488: EL14_CMN_1488	bolt-cmn-DF-182-192231-4907692	Hold住姐	NIL1154	
1489: EL14_CMN_1489	AFP_CMN_20061206.0038	塔拉哈西	NIL1155	
1490: EL14_CMN_1490	XIN_CMN_20101210.0077	嘎嘎小姐	NIL1156	
1491: EL14_CMN_1491	bolt-cmn-DF-211-187123-5132395	计划生育委员会	NIL1157	
1492: EL14_CMN_1492	AFP_CMN_20091019.0052	Elvis Presley	E0273911	
1493: EL14_CMN_1493	XIN_CMN_19930812.0029	总工会	NIL1158	
1494: EL14_CMN_1494	XIN_CMN_20050821.0062	大安	NIL1159	
1495: EL14_CMN_1495	CNS_CMN_20091030.0330	柏万青	NIL1160	
1496: EL14_CMN_1496	AFP_CMN_20061113.0020	城中	NIL1161	
1497: EL14_CMN_1497	PDA_CMN_20080403.0102	大S	E0230939	
1498: EL14_CMN_1498	AFP_CMN_20100917.0016	亚利桑那大学	E0217761	
1499: EL14_CMN_1499	CNS_CMN_20101115.0363	温总理	NIL1162	
1500: EL14_CMN_1500	bolt-cmn-DF-20-191613-3834856	苏	E0685180	
1501: EL14_CMN_1501	bolt-cmn-DF-182-192251-6380266	习哥	NIL1163	
1502: EL14_CMN_1502	XIN_CMN_20020512.0037	两江师范学堂	NIL1164	
1503: EL14_CMN_1503	PLA_CMN_20100610.0041	矿	NIL1165	
1504: EL14_CMN_1504	AFP_ENG_20091113.0629	Obama	E0566375	
1505: EL14_CMN_1505	CNS_CMN_20090811.0289	外交部	NIL1166	
1506: EL14_CMN_1506	bolt-cmn-DF-20-191613-3834839	央行	NIL1167	
1507: EL14_CMN_1507	NYT_ENG_20100306.0048	Ga	NIL1168	
1508: EL14_CMN_1508	PDA_CMN_20101225.0069	和平	NIL1169	
1509: EL14_CMN_1509	XIN_CMN_20010723.0167	高平	NIL1170	
1510: EL14_CMN_1510	XIN_CMN_20070606.0108	妇幼保健院	NIL1171	
1511: EL14_CMN_1511	XIN_CMN_20040824.0113	舒庆春	NIL1172	
1512: EL14_CMN_1512	AFP_ENG_20090617.0668	Jet Li	NIL1173	
1513: EL14_CMN_1513	bolt-cmn-DF-196-185723-2519957	魔兽	NIL1174	
1514: EL14_CMN_1514	CNS_CMN_20101121.0077	阿勒泰	NIL1175	
1515: EL14_CMN_1515	CNS_CMN_20091210.0841	鲁迅	E0774383	
1516: EL14_CMN_1516	XIN_CMN_20001006.0029	四川医学院	NIL1176	
1517: EL14_CMN_1517	CNS_CMN_20100514.0996	杨玉环	NIL1177	
1518: EL14_CMN_1518	XIN_CMN_20041119.0127	李振藩	E0375801	
1519: EL14_CMN_1519	CNS_CMN_20100927.0943	妇幼保健院	NIL1178	
1520: EL14_CMN_1520	CNA_CMN_20101213.0053	Minnesota	NIL1179	
1521: EL14_CMN_1521	XIN_CMN_19960430.0091	总工会	NIL1180	
1522: EL14_CMN_1522	bolt-cmn-DF-182-192250-6404181	毛主席	E0754615	
1523: EL14_CMN_1523	XIN_CMN_20080928.0263	山姆大叔	NIL1181	
1524: EL14_CMN_1524	CNS_CMN_20101030.0089	孙逸仙	NIL1182	
1525: EL14_CMN_1525	XIN_CMN_20010301.0059	德意志联邦共和国	E0595006	
1526: EL14_CMN_1526	bolt-cmn-DF-216-192653-6961889	东华大学	NIL1183	
1527: EL14_CMN_1527	bolt-cmn-DF-216-192654-6875139	陇	NIL1184	
1528: EL14_CMN_1528	bolt-cmn-DF-21-181074-2172	索马里	E0797081	
1529: EL14_CMN_1529	CNS_CMN_20091202.0025	梨树	NIL1185	
1530: EL14_CMN_1530	eng-NG-31-142898-10120873	Aung San Suu Kyi	NIL1186	
1531: EL14_CMN_1531	bolt-cmn-DF-182-192251-6395137	金太阳	NIL1187	
1532: EL14_CMN_1532	bolt-eng-DF-201-185517-411091	Tsinghua University	NIL1188	
1533: EL14_CMN_1533	XIN_CMN_20060522.0032	医科大学	NIL1189	
1534: EL14_CMN_1534	XIN_CMN_20061112.0009	岭南大学医学院	NIL1190	
1535: EL14_CMN_1535	PDA_CMN_20100705.0372	蔡英文	E0821215	
1536: EL14_CMN_1536	PDA_CMN_20070413.0134	总工会	NIL1191	
1537: EL14_CMN_1537	bolt-cmn-DF-20-191610-15130335	蒋光头	NIL1192	
1538: EL14_CMN_1538	XIN_CMN_19940620.0163	外交部	NIL1193	
1539: EL14_CMN_1539	XIN_CMN_20100223.0152	医科大学	NIL1194	
1540: EL14_CMN_1540	CNS_CMN_20090807.0992	University of Louisiana	NIL1195	
1541: EL14_CMN_1541	XIN_CMN_20040419.0008	吉林	E0185864	
1542: EL14_CMN_1542	XIN_CMN_19991026.0073	育才	NIL1196	
1543: EL14_CMN_1543	XIN_CMN_19920415.0105	怡和	NIL1197	
1544: EL14_CMN_1544	CNS_CMN_20091208.0272	张艺谋	E0377424	
1545: EL14_CMN_1545	XIN_CMN_20100723.0156	小飞侠	NIL1198	
1546: EL14_CMN_1546	bolt-eng-DF-199-192909-6666623	Interfax	NIL1199	
1547: EL14_CMN_1547	XIN_CMN_20070628.0275	佛罗里达大学	E0285107	
1548: EL14_CMN_1548	XIN_CMN_19950517.0109	郊	NIL1200	
1549: EL14_CMN_1549	XIN_CMN_19940227.0047	秀英	NIL1201	
1550: EL14_CMN_1550	bolt-cmn-DF-216-192653-6961702	贵	E0371274	
1551: EL14_CMN_1551	XIN_CMN_20051119.0057	布什	E0819391	
1552: EL14_CMN_1552	XIN_CMN_20060305.0189	美国电话电报公司	NIL1202	
1553: EL14_CMN_1553	bolt-cmn-DF-196-185692-2818140	肥姐	E0225564	
1554: EL14_CMN_1554	AFP_ENG_20091112.0351	Thailand	E0538995	
1555: EL14_CMN_1555	APW_ENG_20091102.0340	Frank Williams	NIL1203	
1556: EL14_CMN_1556	XIN_CMN_19940516.0182	妇联	NIL1204	
1557: EL14_CMN_1557	XIN_CMN_20060522.0173	里皮	NIL1205	
1558: EL14_CMN_1558	APW_ENG_20091228.0448	Jackson	NIL1206	
1559: EL14_CMN_1559	bolt-cmn-DF-20-191614-4125173	金二胖	NIL1207	
1560: EL14_CMN_1560	GMW_CMN_20100729.1144	唐山	NIL1208	
1561: EL14_CMN_1561	XIN_CMN_19930207.0103	黄山	NIL1209	
1562: EL14_CMN_1562	XIN_CMN_19931116.0127	布什	E0819391	
1563: EL14_CMN_1563	XIN_CMN_19990810.0185	宝山	NIL1210	
1564: EL14_CMN_1564	CNS_CMN_20100401.0096	秀英	NIL1211	
1565: EL14_CMN_1565	CNS_CMN_20101021.0127	黄敬	NIL1212	
1566: EL14_CMN_1566	AFP_CMN_20100318.0048	University of Kentucky	NIL1213	
1567: EL14_CMN_1567	CNS_CMN_20100210.0298	卡地纳健康集团	NIL1214	
1568: EL14_CMN_1568	AFP_CMN_20100129.0025	达文西	NIL1215	
1569: EL14_CMN_1569	AFP_ENG_20090630.0791	Hong Kong	E0112363	
1570: EL14_CMN_1570	AFP_ENG_20101111.0274	BoA	E0496581	
1571: EL14_CMN_1571	bolt-cmn-DF-20-191611-3861528	东南亚国家联盟	E0539471	
1572: EL14_CMN_1572	APW_ENG_20100609.0811	Cardinal Health Inc.	NIL1216	
1573: EL14_CMN_1573	bolt-cmn-DF-182-192250-6407125	中共文学艺术界联合会	NIL1217	
1574: EL14_CMN_1574	bolt-eng-DF-201-185516-353698	Hainan	NIL1218	
1575: EL14_CMN_1575	bolt-cmn-DF-20-191613-15177182	小平同志	NIL1219	
1576: EL14_CMN_1576	bolt-cmn-DF-205-185863-600659	国际奥林匹克委员会	NIL1220	
1577: EL14_CMN_1577	bolt-cmn-DF-20-191614-4123776	东瀛	NIL1221	
1578: EL14_CMN_1578	bolt-cmn-DF-211-187152-4445107	刘翔	NIL1222	
1579: EL14_CMN_1579	APW_ENG_20090814.0490	Foreign Ministry	NIL1223	
1580: EL14_CMN_1580	AFP_CMN_20091010.0014	戈巴契夫	E0718470	
1581: EL14_CMN_1581	XIN_CMN_20070714.0192	阿联	NIL1224	
1582: EL14_CMN_1582	bolt-cmn-DF-205-185863-584632	DPA	NIL1225	
1583: EL14_CMN_1583	XIN_CMN_20030719.0022	侨联	NIL1226	
1584: EL14_CMN_1584	XIN_CMN_20061030.0242	秀英	NIL1227	
1585: EL14_CMN_1585	XIN_CMN_20060322.0181	托蒂	E0028922	
1586: EL14_CMN_1586	APW_ENG_20090610.1426	Boston	NIL1228	
1587: EL14_CMN_1587	XIN_CMN_20020831.0025	元太祖	NIL1229	
1588: EL14_CMN_1588	bolt-cmn-DF-179-209682-23261993	青海	E0479152	
1589: EL14_CMN_1589	CNS_CMN_20100319.0565	波波	NIL1230	
1590: EL14_CMN_1590	APW_ENG_20101231.0247	Washington	NIL1231	
1591: EL14_CMN_1591	CNS_CMN_20100826.0328	蓝萍	NIL1232	
1592: EL14_CMN_1592	bolt-cmn-DF-205-185863-155829	阿辉伯	NIL1233	
1593: EL14_CMN_1593	XIN_CMN_20070329.0054	外交部	NIL1234	
1594: EL14_CMN_1594	bolt-cmn-DF-205-185872-1165921	靓汤	NIL1235	
1595: EL14_CMN_1595	bolt-cmn-DF-205-185862-177282	中传媒	NIL1236	
1596: EL14_CMN_1596	XIN_CMN_20100707.0155	人民鲁尼	NIL1237	
1597: EL14_CMN_1597	GMW_CMN_20100416.0243	他信・西那瓦	NIL1238	
1598: EL14_CMN_1598	XIN_CMN_20041201.0111	GE	E0548088	
1599: EL14_CMN_1599	XIN_CMN_20060322.0187	协和	NIL1239	
1600: EL14_CMN_1600	bolt-cmn-DF-196-185723-2501659	上海证券交易所	E0826387	
1601: EL14_CMN_1601	AFP_ENG_20090707.0338	South Vietnam	NIL1240	
1602: EL14_CMN_1602	bolt-cmn-DF-20-191610-2210665	周总理	NIL1241	
1603: EL14_CMN_1603	XIN_CMN_20070602.0082	普安	NIL1242	
1604: EL14_CMN_1604	PDA_CMN_20080410.0239	总工会	NIL1243	
1605: EL14_CMN_1605	CNS_CMN_20100125.0346	永顺	NIL1244	
1606: EL14_CMN_1606	CNS_CMN_20101120.0131	伯克希尔哈撒韦	NIL1245	
1607: EL14_CMN_1607	XIN_CMN_20101214.0018	普林菲尔德	NIL1246	
1608: EL14_CMN_1608	XIN_CMN_20020430.0173	怡和	NIL1247	
1609: EL14_CMN_1609	bolt-cmn-DF-196-185692-2814236	老郭	NIL1248	
1610: EL14_CMN_1610	bolt-cmn-DF-205-185862-185465	巩晓彬	NIL1249	
1611: EL14_CMN_1611	CNA_CMN_20100701.0331	乖乖虎	E0307834	
1612: EL14_CMN_1612	AFP_CMN_20100917.0016	杜兰大学	NIL1250	
1613: EL14_CMN_1613	XIN_ENG_20100716.0392	Dalian	NIL1251	
1614: EL14_CMN_1614	CNA_CMN_20100222.0278	秀英	NIL1252	
1615: EL14_CMN_1615	CNS_CMN_20101026.0058	埃文·威廉姆斯	NIL1253	
1616: EL14_CMN_1616	AFP_CMN_20100702.0023	艾奎诺	NIL1254	
1617: EL14_CMN_1617	CNS_CMN_20100818.0026	成吉思汗	E0078482	
1618: EL14_CMN_1618	bolt-cmn-DF-196-185692-2818158	小哥	NIL1255	
1619: EL14_CMN_1619	AFP_CMN_20091031.0030	Stanford University	NIL1256	
1620: EL14_CMN_1620	PLA_CMN_20100509.0057	吉安	NIL1257	
1621: EL14_CMN_1621	APW_ENG_20100531.0161	Foreign Ministry	NIL1258	
1622: EL14_CMN_1622	bolt-cmn-DF-196-185692-2816978	篮球之神	NIL1259	
1623: EL14_CMN_1623	XIN_CMN_20060520.0127	肯塔基	NIL1260	
1624: EL14_CMN_1624	XIN_CMN_20070525.0051	外交部	NIL1261	
1625: EL14_CMN_1625	PDA_CMN_20070514.0163	杨家庄	NIL1262	
1626: EL14_CMN_1626	bolt-cmn-DF-216-192652-6971082	IL	NIL1263	
1627: EL14_CMN_1627	XIN_CMN_20060711.0204	长治	NIL1264	
1628: EL14_CMN_1628	XIN_CMN_20080903.0173	西雅图	E0527055	
1629: EL14_CMN_1629	CNA_CMN_20100629.0327	永安	NIL1265	
1630: EL14_CMN_1630	bolt-cmn-DF-196-185667-2983351	金正恩	NIL1266	
1631: EL14_CMN_1631	XIN_ENG_20100422.0367	embassy	NIL1267	
1632: EL14_CMN_1632	bolt-cmn-DF-21-181074-2172	Chicago	E0643782	
1633: EL14_CMN_1633	CNS_CMN_20101126.0040	李小龙	NIL1268	
1634: EL14_CMN_1634	AFP_CMN_20091010.0014	老罗斯福	NIL1269	
1635: EL14_CMN_1635	XIN_CMN_19990614.0140	长岗	NIL1270	
1636: EL14_CMN_1636	AFP_ENG_20090627.0408	USA	E0679687	
1637: EL14_CMN_1637	XIN_CMN_20050131.0061	开平	NIL1271	
1638: EL14_CMN_1638	PDA_CMN_20100601.0373	朝阳	NIL1272	
1639: EL14_CMN_1639	GMW_CMN_20101015.0022	克拉玛依	NIL1273	
1640: EL14_CMN_1640	CNS_CMN_20100705.0140	朱重八	NIL1274	
1641: EL14_CMN_1641	bolt-cmn-DF-196-185692-2809747	Lady Gaga	NIL1275	
1642: EL14_CMN_1642	XIN_CMN_19981121.0032	医科大学	NIL1276	
1643: EL14_CMN_1643	PDA_CMN_20061130.0168	丽水	NIL1277	
1644: EL14_CMN_1644	bolt-cmn-DF-196-185661-3113166	芙蓉国	NIL1278	
1645: EL14_CMN_1645	XIN_CMN_19910509.0106	外交部	NIL1279	
1646: EL14_CMN_1646	PDA_CMN_20100622.0242	奥巴马	E0566375	
1647: EL14_CMN_1647	AFP_CMN_20071210.0052	科罗拉多	NIL1280	
1648: EL14_CMN_1648	XIN_ENG_20100105.0007	embassy	NIL1281	
1649: EL14_CMN_1649	bolt-cmn-DF-205-185872-1187402	菲尔普斯	E0318992	
1650: EL14_CMN_1650	PDA_CMN_20080723.0032	希拉里	E0802223	
1651: EL14_CMN_1651	CNS_CMN_20100825.0028	曹丞相	NIL1282	
1652: EL14_CMN_1652	PDA_CMN_20100126.0388	碧昂斯-诺里斯	NIL1283	
